,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
299,CATAMARCA,Paclín,La Merced,SI,--,--,--,SI,--,SI,SI,SI
300,CATAMARCA,Paclín,La Viña,--,--,--,--,--,--,--,SI,--
301,CATAMARCA,Paclín,Las Lajas,--,--,--,--,--,--,--,--,SI
302,CATAMARCA,Paclín,Monte Potrero,--,--,--,--,SI,SI,--,--,--
303,CATAMARCA,Paclín,Palo Labrado,--,--,--,--,--,--,SI,--,--
304,CATAMARCA,Paclín,San Antonio,--,--,--,--,--,--,SI,SI,SI
305,CATAMARCA,Paclín,Villa de Balcozna,--,--,--,--,SI,--,--,--,--
306,CATAMARCA,Pomán,Apoyaco,--,--,--,--,--,--,--,--,--
307,CATAMARCA,Pomán,Colana,--,--,--,--,--,--,SI,--,--
308,CATAMARCA,Pomán,Colpes,--,--,--,--,--,--,--,SI,--
309,CATAMARCA,Pomán,El Pajonal (Est. Pomán),--,--,--,--,--,--,--,--,--
310,CATAMARCA,Pomán,Joyango,--,--,--,--,--,--,SI,--,--
311,BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),--,--,--,--,SI,SI,SI,--,--
312,BUENOS AIRES,Almirante Brown,Adrogué,SI,SI,SI,SI,SI,SI,SI,SI,SI
313,BUENOS AIRES,Almirante Brown,Burzaco,SI,SI,SI,SI,SI,SI,SI,SI,SI
314,BUENOS AIRES,Almirante Brown,Claypole,SI,SI,SI,SI,SI,SI,SI,SI,--
315,BUENOS AIRES,Almirante Brown,Don Orione,--,SI,--,--,SI,SI,--,SI,--
316,BUENOS AIRES,Almirante Brown,Glew,SI,SI,SI,SI,SI,SI,SI,SI,--
317,BUENOS AIRES,Almirante Brown,Jose Mármol,--,SI,SI,SI,SI,SI,SI,SI,--
318,BUENOS AIRES,Almirante Brown,Longchamps,SI,SI,SI,SI,SI,SI,SI,SI,--
319,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SI,SI,SI,SI,SI,SI,SI,SI,--
320,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SI,SI,SI,SI,SI,SI,SI,SI,--
321,BUENOS AIRES,Almirante Brown,Rafael Calzada,SI,SI,SI,SI,SI,SI,SI,SI,--
322,BUENOS AIRES,Almirante Brown,San Francisco Solano,SI,SI,SI,SI,SI,SI,SI,SI,--
323,BUENOS AIRES,Almirante Brown,San Jose,SI,SI,SI,SI,SI,SI,SI,SI,SI
324,BUENOS AIRES,La Plata,Lomas de Copello,--,--,--,--,--,--,--,--,--
325,MENDOZA,San Rafael,El Tropezón,--,--,--,--,--,--,--,--,--
326,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,--,SI,--,SI,SI,SI,--,--,--
327,BUENOS AIRES,General San Martín,Villa Libertad,--,SI,--,SI,SI,SI,--,--,--
328,BUENOS AIRES,General San Martín,Villa Lynch,SI,SI,--,SI,SI,SI,SI,--,--
329,BUENOS AIRES,General San Martín,Villa Maipu,SI,SI,--,SI,SI,SI,SI,SI,--
330,BUENOS AIRES,General San Martín,Villa Marqués Alejandro María De Aguado,--,SI,--,SI,SI,SI,--,--,--
331,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,--,SI,--,SI,SI,SI,--,--,--
332,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,--,SI,--,SI,SI,SI,--,--,--
333,BUENOS AIRES,General San Martín,Villa San Andrés,SI,SI,--,SI,SI,SI,SI,SI,--
334,BUENOS AIRES,General San Martín,Villa Yapeyú,--,SI,--,SI,SI,SI,--,--,--
335,BUENOS AIRES,General Viamonte,Baigorrita,SI,--,--,--,SI,--,SI,SI,--
336,BUENOS AIRES,General Viamonte,La Delfina,--,--,--,--,--,--,--,--,--
337,BUENOS AIRES,General Villegas,Villa Saboya,--,--,--,--,SI,--,SI,--,--
338,BUENOS AIRES,General Villegas,Villa Sauze,--,--,--,--,--,--,SI,--,--
339,BUENOS AIRES,Guaminí,Arroyo Venado,--,--,--,--,--,--,--,SI,--
340,BUENOS AIRES,Guaminí,Casbas,--,--,SI,--,SI,SI,SI,SI,--
341,BUENOS AIRES,Guaminí,Garré,--,--,--,SI,SI,--,SI,--,--
342,BUENOS AIRES,Guaminí,Guaminí,--,--,--,SI,SI,SI,SI,SI,--
343,BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),SI,--,--,SI,--,--,SI,SI,--
344,BUENOS AIRES,Hipólito Yrigoyen,Henderson,SI,--,SI,--,SI,SI,SI,SI,--
345,BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,--,--,--,--,--,--,--,--,--
346,BUENOS AIRES,Hurlingham,Hurlingham,SI,SI,SI,SI,SI,SI,SI,SI,--
347,BUENOS AIRES,La Plata,Los Hornos,--,SI,--,SI,SI,SI,--,SI,--
348,BUENOS AIRES,La Plata,Manuel B Gonnet,--,SI,--,SI,SI,SI,SI,--,--
349,BUENOS AIRES,La Plata,Poblet,--,--,--,--,--,--,--,--,--
350,BUENOS AIRES,La Plata,Ringuelet,--,SI,--,SI,SI,SI,SI,--,--
351,BUENOS AIRES,La Plata,Rufino De Elizalde,--,--,--,--,SI,SI,--,--,--
352,BUENOS AIRES,La Plata,ruta del sol,SI,--,--,SI,SI,SI,SI,--,--
354,BUENOS AIRES,La Plata,Tolosa,--,SI,--,SI,SI,SI,SI,--,--
355,BUENOS AIRES,La Plata,Transradio,--,--,--,--,SI,SI,--,--,SI
356,BUENOS AIRES,La Plata,Villa Elisa,--,SI,--,SI,SI,SI,SI,SI,--
357,BUENOS AIRES,La Plata,Villa Elvira,--,SI,--,SI,SI,SI,--,SI,--
358,BUENOS AIRES,La Plata,Villa Garibaldi,--,--,--,--,--,--,--,SI,--
359,BUENOS AIRES,Pilar,Villa Astolfi,--,SI,--,SI,SI,SI,--,SI,--
360,BUENOS AIRES,Pilar,Villa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,--
361,BUENOS AIRES,Pilar,Zelaya,SI,SI,--,--,SI,SI,SI,SI,--
362,BUENOS AIRES,Pinamar,Carilo,--,SI,--,--,SI,SI,--,--,--
363,BUENOS AIRES,Pinamar,Ostende,--,--,--,--,SI,SI,--,--,--
364,BUENOS AIRES,Pinamar,Pinamar,SI,SI,--,SI,SI,SI,SI,--,SI
365,BUENOS AIRES,Pinamar,Valeria Del Mar,--,--,--,--,SI,SI,--,--,--
366,BUENOS AIRES,Presidente Perón,Barrio America Unida,--,--,--,--,SI,SI,--,--,--
367,BUENOS AIRES,Presidente Perón,Guernica,SI,SI,SI,SI,SI,SI,SI,SI,--
368,BUENOS AIRES,Puán,17 de Agosto,--,--,--,--,--,--,SI,--,--
369,CABA,COMUNA 13,COLEGIALES,SI,SI,SI,SI,SI,SI,SI,SI,SI
370,CHACO,Almirante Brown,Taco Pozo,--,--,--,SI,SI,--,SI,--,SI
371,CHACO,Bermejo,General Vedia,SI,--,--,SI,SI,--,SI,SI,SI
372,CHACO,Bermejo,Isla del Cerrito,--,--,--,--,SI,--,SI,--,SI
373,CHACO,Bermejo,La Leonesa,SI,--,--,--,SI,SI,SI,SI,--
374,CHACO,Bermejo,Las Palmas,--,--,--,SI,SI,SI,--,SI,SI
375,CHACO,Bermejo,Puerto Bermejo Nuevo,--,--,--,SI,--,--,SI,SI,--
376,CHACO,Libertad,Colonia Popular,--,--,--,--,SI,--,SI,SI,--
377,CHACO,Libertad,Estación General Obligado,--,--,--,--,--,--,--,--,--
378,CHACO,Libertad,Laguna Blanca,--,--,--,--,--,--,SI,SI,SI
379,CHACO,Libertad,Puerto Tirol,SI,SI,--,SI,SI,SI,SI,SI,--
380,CHACO,Libertador General San Martín,Ciervo Petiso,--,--,--,--,SI,--,--,--,SI
381,CHACO,Libertador General San Martín,General José de San Martín,SI,SI,--,SI,SI,SI,SI,SI,--
382,CHACO,Libertador General San Martín,La Eduvigis,--,--,--,--,SI,--,--,--,SI
383,CHACO,Libertador General San Martín,Laguna Limpia,--,--,--,--,SI,--,--,SI,--
384,CHACO,Libertador General San Martín,Pampa Almirón,--,--,--,SI,SI,SI,--,SI,--
385,CHACO,Libertador General San Martín,Pampa del Indio,--,--,--,SI,SI,SI,SI,SI,SI
386,CHACO,Libertador General San Martín,Presidencia Roca,--,--,--,SI,SI,SI,SI,SI,SI
387,CHACO,Libertador General San Martín,Selvas del Río de Oro,--,--,--,--,SI,--,--,--,--
388,CHACO,Maipú,Tres Isletas,SI,--,--,--,SI,SI,SI,SI,--
389,CHACO,Bermejo,Puerto Bermejo Viejo,--,--,--,--,SI,--,--,--,--
390,CHACO,Bermejo,Puerto Eva Perón,--,--,--,SI,SI,--,--,SI,SI
391,CHACO,Chacabuco,Charata,SI,--,--,SI,SI,SI,SI,SI,SI
392,CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,SI,--,--,SI,SI,SI,SI,SI,SI
393,CHACO,Fray Justo Santa María de Oro,Chorotis,--,--,--,--,SI,--,--,--,--
394,CHACO,Fray Justo Santa María de Oro,Santa Sylvina,--,SI,--,--,SI,SI,--,--,SI
395,CHACO,Fray Justo Santa María de Oro,Venados Grandes,--,--,--,--,--,--,--,--,--
396,CHACO,General Belgrano,Corzuela,SI,--,--,SI,SI,SI,SI,SI,SI
397,CHACO,General Donovan,La Escondida,SI,SI,--,SI,SI,SI,SI,--,SI
398,CHACO,General Donovan,La Verde,SI,--,--,SI,SI,SI,SI,--,SI
399,CHACO,General Donovan,Lapachito,SI,--,--,SI,SI,SI,SI,--,--
400,CHACO,General Donovan,Makallé,SI,SI,--,--,SI,SI,SI,--,SI
401,CORDOBA,San Justo,Las Varillas,SI,--,--,SI,SI,SI,SI,--,SI
402,CORDOBA,San Justo,Marull,--,--,--,SI,SI,SI,SI,SI,SI
403,CORDOBA,San Justo,Miramar,--,SI,--,--,SI,SI,SI,SI,--
404,CORDOBA,San Justo,Morteros,SI,--,--,SI,SI,SI,SI,--,--
405,CORDOBA,San Justo,Plaza Luxardo,--,--,--,--,--,--,--,SI,--
406,CORDOBA,San Justo,Plaza San Francisco,--,--,--,--,SI,--,--,SI,--
407,CORDOBA,San Justo,Porteña,SI,--,--,SI,SI,SI,SI,SI,--
408,CORDOBA,San Justo,Quebracho Herrado,--,--,--,--,--,--,SI,SI,--
409,CORDOBA,San Justo,Sacanta,--,SI,--,SI,SI,SI,SI,SI,SI
410,CORDOBA,San Justo,San Francisco,SI,SI,--,SI,SI,SI,SI,SI,--
411,CORDOBA,Unión,Canals,SI,--,--,SI,SI,SI,SI,SI,--
412,CORDOBA,Unión,Chilibroste,SI,--,--,SI,--,--,SI,SI,--
413,CORDOBA,Unión,Cintra,SI,--,--,SI,--,SI,SI,SI,SI
414,CORDOBA,Unión,Colonia Bismarck,--,SI,--,--,--,--,SI,SI,--
415,CORDOBA,Unión,Colonia Bremen,--,--,--,--,--,--,--,--,--
416,CORDOBA,Unión,Idiazabal,--,--,--,SI,SI,SI,SI,SI,SI
417,CORDOBA,Unión,Justiniano Posse,--,--,--,SI,SI,SI,SI,SI,--
418,CORDOBA,Unión,Laborde,SI,--,--,--,SI,SI,SI,--,--
419,CORDOBA,Unión,Monte Leña,--,--,--,--,SI,SI,SI,--,--
420,CORDOBA,Unión,Monte Maíz,SI,SI,--,SI,SI,SI,SI,--,--
421,CORDOBA,Unión,Morrison,SI,--,--,SI,SI,SI,SI,--,--
422,FORMOSA,Patiño,Posta Cambio Zalazar,--,--,--,--,SI,--,--,SI,--
423,FORMOSA,Patiño,Pozo del Tigre,SI,--,--,SI,SI,SI,SI,SI,SI
424,FORMOSA,Patiño,San Martín I,--,--,--,--,--,--,--,SI,--
425,FORMOSA,Patiño,San Martín II,--,--,--,SI,SI,--,SI,SI,--
426,FORMOSA,Patiño,Subteniente Perín,--,--,--,--,SI,--,--,SI,SI
427,FORMOSA,Patiño,Villa General Güemes,--,--,--,SI,SI,--,SI,SI,--
428,FORMOSA,Patiño,Villa General Manuel Belgrano,--,--,--,SI,SI,--,SI,SI,--
429,FORMOSA,Pilagás,Buena Vista,--,--,--,SI,SI,--,SI,SI,--
430,FORMOSA,Pilagás,El Espinillo,--,--,--,--,SI,SI,SI,SI,--
431,FORMOSA,Pilagás,Laguna Gallo,--,--,--,--,--,--,--,SI,SI
432,FORMOSA,Pilagás,Misión Tacaagle,--,--,--,--,SI,--,SI,SI,--
433,FORMOSA,Pilagás,Portón Negro,--,--,--,--,--,--,--,--,SI
434,FORMOSA,Pilagás,Tres Lagunas,SI,--,--,--,SI,--,SI,SI,--
435,FORMOSA,Pilcomayo,Clorinda,SI,SI,--,SI,SI,SI,SI,SI,SI
436,FORMOSA,Pilcomayo,Laguna Blanca,SI,--,--,SI,SI,SI,SI,SI,--
437,FORMOSA,Pilcomayo,Laguna Naick-Neck,SI,--,--,--,SI,--,SI,SI,SI
438,FORMOSA,Pilcomayo,Palma Sola,--,--,--,--,SI,--,--,SI,--
439,FORMOSA,Pilcomayo,Puerto Pilcomayo,--,--,--,--,--,--,--,SI,--
440,FORMOSA,Pilcomayo,Riacho He-He,--,--,--,SI,SI,SI,SI,SI,--
441,FORMOSA,Pilcomayo,Riacho Negro,--,--,--,--,SI,--,--,SI,--
442,FORMOSA,Pilcomayo,Siete Palmas,SI,--,--,SI,SI,--,SI,SI,--
443,FORMOSA,Pirané,Colonia Campo Villafañe,--,--,--,SI,SI,--,SI,SI,--
444,FORMOSA,Pirané,El Colorado,SI,--,--,SI,SI,--,SI,SI,SI
445,FORMOSA,Pirané,Palo Santo,--,SI,--,--,SI,SI,SI,SI,SI
446,MENDOZA,San Rafael,Goudge,--,SI,--,--,SI,SI,SI,SI,--
447,MENDOZA,San Rafael,Jaime Prats,--,--,--,--,--,--,SI,SI,--
448,MENDOZA,San Rafael,La Llave Nueva,--,--,--,--,--,--,SI,--,--
449,MENDOZA,San Rafael,Las Malvinas,--,--,--,--,--,--,SI,SI,--
450,MENDOZA,San Rafael,Los Reyunos,--,--,--,--,SI,--,--,--,--
451,MENDOZA,San Rafael,Monte Comán,--,--,--,SI,SI,SI,SI,SI,--
452,MENDOZA,San Rafael,Pobre Diablo,--,--,--,--,SI,SI,--,--,--
453,MENDOZA,San Rafael,Punta del Agua,--,--,--,SI,--,--,--,--,--
454,MENDOZA,San Rafael,Rama Caída,--,--,--,--,SI,SI,SI,SI,--
455,MENDOZA,San Rafael,Real del Padre,--,--,--,--,SI,SI,SI,SI,--
456,MENDOZA,San Rafael,Salto de Las Rosas,--,--,SI,--,SI,SI,SI,SI,--
457,MENDOZA,San Rafael,San Rafael,SI,SI,SI,SI,SI,SI,SI,SI,--
458,MENDOZA,San Rafael,Villa Atuel,--,--,--,--,SI,SI,SI,SI,--
459,MENDOZA,San Rafael,Villa Atuel Norte,--,--,--,--,SI,SI,SI,--,--
460,MENDOZA,Santa Rosa,Barrio 12 de Octubre,--,--,--,SI,SI,--,--,--,--
461,MENDOZA,Santa Rosa,Barrio María Auxiliadora,--,--,--,--,SI,SI,--,--,--
462,MENDOZA,Santa Rosa,Barrio Molina Cabrera,--,--,--,--,--,--,--,--,--
463,MENDOZA,Santa Rosa,La Dormida,--,--,--,SI,SI,SI,SI,SI,--
464,MENDOZA,Santa Rosa,Las Catitas,--,--,--,--,SI,SI,SI,SI,--
465,MENDOZA,Santa Rosa,Santa Rosa,--,--,--,SI,--,--,SI,SI,--
466,MENDOZA,Tunuyán,Barrio San Cayetano,--,--,--,--,--,--,--,--,--
467,MENDOZA,Tunuyán,Campo Los Andes,--,SI,--,--,--,--,--,--,--
468,MENDOZA,Tunuyán,Colonia Las Rosas,--,--,--,--,SI,SI,SI,SI,--
469,MENDOZA,Tunuyán,El Manzano,--,--,--,--,SI,SI,--,--,--
470,MENDOZA,Tunuyán,Los Sauces,--,SI,--,SI,SI,SI,SI,--,--
471,MENDOZA,Tunuyán,Tunuyán,SI,SI,SI,SI,SI,SI,SI,SI,--
472,MENDOZA,Tunuyán,Vista Flores,--,--,--,--,SI,SI,SI,SI,--
473,MENDOZA,Tupungato,Barrio Belgrano Norte,--,--,--,--,--,--,--,--,--
474,MENDOZA,Tupungato,Cordón del Plata,--,--,--,--,SI,SI,SI,SI,--
475,MENDOZA,Tupungato,El Peral,--,--,--,--,--,--,--,--,--
476,MISIONES,Cainguás,Aristóbulo del Valle,SI,SI,--,SI,SI,SI,SI,--,SI
477,MISIONES,Cainguás,Campo Grande,SI,--,--,SI,SI,SI,SI,SI,SI
478,MISIONES,Cainguás,Dos de Mayo Núcleo I,--,--,--,SI,--,--,SI,--,--
479,MISIONES,Cainguás,Dos de Mayo Núcleo II,--,--,--,--,--,--,--,--,--
480,MISIONES,Cainguás,Dos de Mayo Núcleo III,--,--,--,--,--,--,--,SI,--
481,MISIONES,Cainguás,Kilómetro 17,--,--,--,--,--,--,--,--,--
482,MISIONES,Cainguás,Nucleo I,--,--,--,--,--,--,--,--,--
483,MISIONES,Cainguás,Nucleo Ii,--,--,--,--,SI,--,--,--,--
484,MISIONES,Cainguás,Pueblo Illia,--,--,--,--,--,--,--,SI,--
485,MISIONES,Cainguás,Salto Encantado,--,SI,--,--,SI,--,SI,SI,SI
486,MISIONES,Candelaria,Barrio del Lago,--,--,--,SI,--,--,--,--,--
487,MISIONES,Candelaria,Bonpland,SI,--,--,--,SI,--,SI,--,--
488,MISIONES,Candelaria,Candelaria,SI,SI,--,--,SI,SI,SI,--,SI
489,MISIONES,Candelaria,Cerro Corá,--,--,--,--,SI,--,--,--,--
490,MISIONES,Candelaria,Loreto,--,--,--,--,--,--,--,--,--
491,MISIONES,Candelaria,Mártires,--,--,--,--,SI,SI,--,SI,--
492,MISIONES,Candelaria,Profundidad,--,--,--,--,--,--,--,SI,--
493,MISIONES,Candelaria,Puerto Santa Ana,--,--,--,--,--,--,--,--,--
494,MISIONES,Candelaria,Santa Ana,SI,--,--,--,SI,SI,SI,--,--
495,MISIONES,Capital,Barrio Nuevo Garupa,--,--,--,--,--,--,--,--,--
496,MISIONES,Capital,Garupá,SI,SI,--,SI,SI,SI,SI,SI,--
497,MISIONES,Capital,Nemesio Parma,--,--,--,--,SI,SI,--,SI,--
498,MISIONES,Capital,Posadas,SI,SI,--,SI,SI,SI,SI,SI,SI
499,MISIONES,Capital,Posadas (Extensión),--,--,--,--,SI,SI,--,--,--
500,MISIONES,Concepción,Barra Concepción,--,--,--,--,--,--,--,--,--
501,MISIONES,Concepción,Concepción de la Sierra,--,SI,--,SI,SI,SI,SI,SI,SI
502,MISIONES,Concepción,La Corita,--,SI,--,--,SI,--,--,--,--
503,MISIONES,Concepción,Santa María,--,--,--,--,--,--,--,--,--
504,MISIONES,Eldorado,9 de Julio,--,--,--,--,--,--,SI,--,--
505,MISIONES,Eldorado,9 de Julio Kilómetro 20,--,--,--,--,SI,--,--,--,--
506,MISIONES,Eldorado,Colonia Victoria,SI,--,--,--,--,--,SI,--,--
507,MISIONES,Eldorado,Eldorado,SI,--,--,--,SI,SI,SI,SI,SI
508,MISIONES,Eldorado,María Magdalena,--,--,--,--,SI,--,SI,--,--
509,SALTA,Orán,Hipólito Yrigoyen,SI,SI,--,SI,SI,SI,SI,SI,SI
510,SALTA,Orán,La Misión,--,--,--,--,--,--,--,--,--
511,SALTA,Orán,Pichanal,SI,SI,--,SI,SI,SI,SI,--,SI
512,SALTA,Orán,San Ramón de la Nueva Orán,SI,--,--,SI,SI,SI,SI,--,SI
513,SALTA,Orán,Urundel,--,--,--,SI,SI,SI,SI,SI,SI
514,SALTA,Rivadavia,Alto de la Sierra,--,--,--,SI,--,--,--,SI,--
515,SALTA,Rivadavia,Capitán Juan Pagé,--,--,--,--,--,--,--,SI,--
516,SALTA,Rivadavia,Coronel Juan Solá,SI,--,--,SI,SI,SI,SI,SI,SI
517,SALTA,Rivadavia,Hito 1,--,--,--,--,--,--,--,--,--
518,SALTA,Rivadavia,La Unión,--,--,--,--,SI,--,--,--,--
519,SALTA,Rivadavia,Los Blancos,--,--,--,--,SI,--,--,SI,--
520,SALTA,Rivadavia,Pluma de Pato,--,--,--,--,SI,--,--,SI,--
521,SALTA,Rivadavia,Rivadavia,--,--,--,SI,SI,--,--,--,SI
522,SALTA,Rivadavia,Santa María,--,--,--,--,--,--,--,--,--
523,SALTA,Rivadavia,Santa Rosa,--,--,--,--,--,--,--,--,--
524,SALTA,San Carlos,El Barrial,--,--,--,--,--,--,--,--,--
525,SALTA,Rivadavia,Santa Victoria Este,SI,--,--,SI,SI,--,SI,SI,SI
526,SALTA,Rosario de la Frontera,Antilla,--,--,--,SI,SI,--,--,--,SI
527,SALTA,Rosario de la Frontera,Copo Quile,--,--,--,SI,SI,--,--,--,--
528,SALTA,Rosario de la Frontera,El Naranjo,--,--,--,SI,SI,SI,--,--,SI
529,SALTA,Rosario de la Frontera,El Potrero,--,--,--,SI,--,--,--,--,SI
530,SALTA,Rosario de la Frontera,Rosario de la Frontera,SI,SI,--,SI,SI,SI,SI,SI,SI
531,SALTA,Rosario de la Frontera,San Felipe,--,--,--,--,--,--,--,--,--
532,SALTA,Rosario de Lerma,Campo Quijano,SI,--,--,SI,SI,SI,SI,SI,SI
533,SALTA,Rosario de Lerma,La Merced del Encón,--,--,--,SI,SI,SI,--,SI,--
534,SALTA,Rosario de Lerma,La Silleta,SI,--,--,SI,--,--,SI,SI,SI
535,SALTA,Rosario de Lerma,Rosario de Lerma,SI,SI,--,SI,SI,SI,SI,SI,SI
536,SALTA,San Carlos,Angastaco,--,--,--,SI,SI,--,--,SI,--
537,SALTA,San Carlos,Animaná,--,--,--,--,SI,--,SI,SI,SI
538,SANTA FE,9 de Julio,Logroño,SI,--,--,--,SI,SI,SI,SI,--
539,SANTA FE,9 de Julio,Montefiore,--,--,--,--,--,--,SI,SI,SI
540,SANTA FE,9 de Julio,Pozo Borrado,--,--,--,--,SI,--,SI,SI,--
541,SANTA FE,9 de Julio,San Bernardo,--,--,--,--,--,--,SI,SI,--
542,SANTA FE,9 de Julio,Santa Margarita,--,--,--,--,SI,--,SI,SI,SI
543,SANTA FE,9 de Julio,Tostado,SI,SI,--,--,SI,SI,SI,SI,SI
544,SANTA FE,9 de Julio,Villa Minetti,--,--,--,--,SI,SI,SI,SI,SI
545,SANTA FE,Belgrano,Armstrong,SI,--,--,SI,SI,SI,SI,SI,--
546,SANTA FE,Belgrano,Bouquet,SI,--,--,--,SI,--,SI,SI,--
547,SANTA FE,Belgrano,Las Parejas,SI,--,--,SI,SI,SI,SI,SI,--
548,SANTA FE,Belgrano,Las Rosas,SI,SI,--,SI,SI,SI,SI,SI,--
549,SANTA FE,Belgrano,Montes de Oca,SI,--,--,SI,SI,--,SI,SI,SI
550,SANTA FE,Belgrano,Tortugas,SI,SI,--,--,SI,SI,SI,--,SI
551,SANTA FE,Caseros,Arequito,SI,SI,--,--,SI,SI,SI,--,--
552,SANTA FE,Caseros,Arteaga,SI,SI,--,--,SI,SI,SI,SI,--
553,SANTA FE,Caseros,Beravebú,--,--,--,--,SI,SI,SI,SI,--
554,SANTA FE,Caseros,Bigand,SI,SI,--,--,SI,SI,SI,--,--
555,SANTA FE,Caseros,Casilda,SI,SI,--,SI,SI,SI,SI,SI,--
556,SANTA FE,Caseros,Chabás,SI,--,--,SI,SI,SI,SI,SI,--
557,SANTA FE,Caseros,Chañar Ladeado,SI,SI,--,SI,SI,SI,SI,--,--
558,SALTA,San Carlos,San Carlos,--,--,--,SI,SI,--,SI,SI,SI
559,SALTA,Santa Victoria,Acoyte,--,--,--,--,--,--,--,SI,--
560,SALTA,Santa Victoria,Campo La Cruz,--,--,--,--,--,--,--,--,--
561,SALTA,Santa Victoria,Los Toldos,--,--,--,SI,--,--,SI,SI,--
562,SALTA,Santa Victoria,Nazareno,--,--,--,SI,--,--,SI,--,--
563,SALTA,Santa Victoria,Poscaya,--,--,--,--,--,--,--,--,--
564,SALTA,Santa Victoria,San Marcos,--,--,--,--,--,--,--,--,--
565,SALTA,Santa Victoria,Santa Victoria,--,--,--,SI,--,--,--,SI,SI
566,SAN JUAN,25 de Mayo,Campo Afuera,--,--,--,--,--,--,--,--,--
567,SAN JUAN,25 de Mayo,El Encón,--,--,--,--,SI,--,--,--,--
568,SAN JUAN,25 de Mayo,La Chimbera,--,--,--,--,--,--,--,--,--
569,SAN JUAN,25 de Mayo,Tupelí,--,--,--,--,--,--,--,SI,--
570,SAN JUAN,25 de Mayo,Villa Borjas,--,--,--,--,--,--,--,SI,--
571,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,--,--,--,--,--,--,SI,SI,--
572,SAN JUAN,25 de Mayo,Villa El Tango,--,--,--,--,--,--,--,--,--
573,SAN JUAN,25 de Mayo,Villa Santa Rosa,--,--,--,--,SI,SI,SI,SI,--
574,SAN JUAN,9 de Julio,9 de Julio,--,--,--,SI,SI,SI,SI,SI,SI
575,SAN JUAN,9 de Julio,Alto de Sierra,--,--,--,--,SI,SI,--,SI,--
576,SAN JUAN,9 de Julio,Colonia Fiorito,--,--,--,--,--,--,--,SI,--
577,SAN JUAN,9 de Julio,Las Chacritas,--,--,--,--,SI,--,--,SI,--
578,MISIONES,Oberá,Barrio Escuela 633,--,--,--,--,SI,SI,--,--,--
579,MISIONES,Oberá,Campo Ramón,--,SI,--,SI,SI,--,SI,--,SI
580,MISIONES,Oberá,Campo Viera,--,--,--,SI,SI,--,SI,SI,--
581,MISIONES,Oberá,El Salto,--,--,--,--,SI,--,--,--,--
582,MISIONES,Oberá,General Alvear,--,--,--,SI,SI,--,--,--,--
583,MISIONES,Oberá,Guaraní,SI,--,--,SI,SI,SI,SI,--,--
584,MISIONES,Oberá,Los Helechos,--,--,--,SI,SI,--,--,--,--
585,MISIONES,Oberá,Oberá,SI,SI,--,SI,SI,SI,SI,--,--
586,MISIONES,Oberá,Panambí,--,--,--,SI,--,--,SI,--,--
587,MISIONES,Oberá,Panambi Kilómetro 15,--,--,--,--,SI,--,--,--,--
588,MISIONES,Oberá,Panambí Kilómetro 8,--,--,--,SI,SI,--,--,--,--
589,MISIONES,Oberá,San Martín,--,--,--,SI,SI,--,SI,--,--
590,MISIONES,Oberá,Villa Bonita,--,SI,--,SI,SI,--,SI,--,--
591,MISIONES,San Ignacio,Barrio Tungoil,--,--,--,--,--,--,--,--,--
592,MISIONES,San Ignacio,Colonia Polana,--,--,--,--,SI,--,--,SI,--
593,MISIONES,San Ignacio,Corpus,--,--,--,--,SI,--,SI,SI,--
594,MISIONES,San Ignacio,Domingo Savio,--,--,--,--,--,--,--,--,--
595,SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,--,SI,--,--,SI,SI,SI,--,--
596,SANTA FE,Rosario,Cuatro Esquinas,--,--,--,SI,--,--,--,--,--
597,SANTA FE,Rosario,El Caramelo,SI,--,--,SI,--,--,SI,--,--
598,SANTA FE,Rosario,Fighiera,SI,--,--,--,SI,SI,SI,SI,--
599,SANTA FE,Rosario,Funes,SI,SI,--,SI,SI,SI,SI,SI,SI
600,SANTA FE,Rosario,General Lagos,SI,--,--,SI,SI,SI,SI,SI,SI
601,SANTA FE,Rosario,Granadero Baigorria,--,SI,--,SI,SI,SI,SI,SI,--
602,SANTA FE,Rosario,Ibarlucea,--,SI,--,SI,SI,SI,SI,SI,--
603,SANTA FE,Rosario,Kilómetro 101,--,--,--,--,SI,SI,--,SI,SI
604,SANTA FE,Rosario,Los Muchachos - La Alborada,--,--,--,--,--,--,--,--,--
605,SANTA FE,Rosario,Monte Flores,SI,--,--,SI,SI,SI,--,--,--
606,SANTA FE,San Cristóbal,Santurce,--,--,--,--,--,--,--,SI,--
607,BUENOS AIRES,Arrecifes,Arrecifes,SI,SI,SI,SI,SI,SI,SI,SI,SI
