,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
3518,JUJUY,SANTA BARBARA,El Piquete,SI,--,--,--,SI,SI,SI,SI,--
3519,JUJUY,SANTA BARBARA,El Talar,--,--,--,--,--,--,SI,SI,SI
3520,JUJUY,SANTA BARBARA,Palma Sola,--,--,--,--,SI,--,SI,SI,SI
3521,CABA,COMUNA 08,VILLA LUGANO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3522,ENTRE RIOS,La Paz,La Paz,SI,SI,--,SI,SI,SI,SI,SI,--
3523,ENTRE RIOS,La Paz,Piedras Blancas,--,SI,--,SI,SI,--,SI,SI,--
3524,ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),--,SI,--,--,SI,SI,SI,SI,SI
3525,ENTRE RIOS,La Paz,San Gustavo,--,--,--,SI,SI,SI,SI,SI,--
3526,JUJUY,SANTA BARBARA,Puente Lavayén,--,--,--,--,--,--,--,--,--
3527,CABA,COMUNA 08,VILLA SOLDATI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3528,CORDOBA,Río Cuarto,Coronel Moldes,SI,--,--,--,SI,SI,SI,--,--
3529,CORDOBA,Río Cuarto,Elena,SI,--,--,SI,SI,SI,SI,SI,--
3530,CORDOBA,Río Cuarto,La Carolina,SI,--,--,--,--,SI,SI,SI,SI
3531,CORDOBA,Río Cuarto,La Cautiva,--,--,--,--,SI,--,SI,--,--
3532,CORDOBA,Río Cuarto,La Gilda,--,--,--,--,--,--,--,--,--
3533,CORDOBA,Río Cuarto,Las Acequias,SI,--,--,SI,SI,SI,SI,--,--
3534,BUENOS AIRES,General Alvarado,Mar del Sur,--,--,SI,--,SI,SI,SI,SI,--
3535,BUENOS AIRES,General Alvarado,Mechongué,SI,--,--,--,SI,SI,SI,SI,--
3536,BUENOS AIRES,General Alvarado,Miramar,SI,SI,SI,SI,SI,SI,SI,SI,SI
3537,BUENOS AIRES,General Alvear,General Alvear,--,--,--,--,SI,SI,SI,--,--
3538,BUENOS AIRES,General Arenales,Arribeños,SI,SI,SI,SI,SI,SI,SI,SI,--
3539,BUENOS AIRES,General Arenales,Ascensión,SI,SI,--,--,SI,SI,SI,SI,--
3540,BUENOS AIRES,General Arenales,Estación Arenales,--,--,--,--,--,--,--,--,--
3541,BUENOS AIRES,General Arenales,Ferré,--,SI,--,SI,SI,SI,SI,SI,--
3542,BUENOS AIRES,General Arenales,General Arenales,--,SI,SI,SI,SI,SI,SI,SI,--
3543,BUENOS AIRES,General Arenales,La Angelita,SI,--,--,--,--,--,SI,SI,--
3544,BUENOS AIRES,Morón,Castelar,SI,SI,--,SI,SI,SI,SI,SI,--
3545,BUENOS AIRES,Morón,El Palomar,SI,SI,SI,SI,SI,SI,SI,SI,SI
3546,BUENOS AIRES,Morón,Haedo,SI,SI,SI,SI,SI,SI,SI,SI,--
3547,BUENOS AIRES,Morón,Moron,SI,SI,SI,SI,SI,SI,SI,SI,SI
3548,BUENOS AIRES,Morón,Villa Sarmiento,SI,SI,SI,SI,SI,SI,SI,SI,SI
3549,BUENOS AIRES,Navarro,José Juan Almeyra,--,--,--,--,--,--,--,SI,--
3550,BUENOS AIRES,Navarro,Las Marianas,--,--,--,--,--,--,--,SI,--
3551,CABA,COMUNA 11,VILLA GENERAL MITRE,SI,SI,SI,SI,SI,SI,SI,SI,SI
3552,CORDOBA,Río Cuarto,Las Albahacas,SI,--,--,--,SI,--,SI,--,--
3553,CORDOBA,Río Cuarto,Las Higueras,SI,SI,--,SI,SI,SI,SI,--,--
3554,CORDOBA,Río Cuarto,Las Peñas,SI,--,--,--,SI,SI,SI,SI,--
3555,CORDOBA,Río Cuarto,Las Vertientes,SI,--,--,SI,SI,SI,SI,--,--
3556,CORDOBA,Río Cuarto,Malena,--,--,--,--,SI,--,SI,--,--
3557,CORDOBA,Río Cuarto,Monte de los Gauchos,--,--,--,--,SI,--,SI,--,--
3558,CORDOBA,Río Cuarto,Paso del Durazno,--,--,--,--,SI,--,--,--,--
3559,CORDOBA,Río Cuarto,Río Cuarto,SI,SI,SI,SI,SI,SI,SI,SI,SI
3560,CORDOBA,Río Cuarto,Sampacho,SI,--,--,SI,SI,SI,SI,SI,--
3561,CORDOBA,Río Cuarto,San Basilio,SI,--,--,SI,SI,SI,SI,--,SI
3562,CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),SI,--,--,--,SI,SI,SI,--,--
3563,CORDOBA,Río Cuarto,Suco,--,--,--,--,SI,SI,SI,--,--
3564,CORDOBA,Río Cuarto,Tosquitas,--,--,--,--,SI,SI,SI,--,--
3565,CORDOBA,Río Cuarto,Vicuña Mackenna,SI,SI,--,SI,SI,SI,SI,--,SI
3566,CORDOBA,Río Cuarto,Villa El Chacay,--,--,--,--,SI,--,SI,--,--
3567,CORDOBA,Río Cuarto,Villa Santa Eugenia,--,--,--,--,--,--,--,--,--
3568,CORDOBA,Río Cuarto,Washington,--,--,--,--,SI,SI,SI,SI,--
3569,CORDOBA,Río Primero,Atahona,--,--,--,--,--,--,--,--,--
3570,CORDOBA,Río Primero,Cañada de Machado,--,--,--,--,--,--,--,SI,--
3571,ENTRE RIOS,La Paz,Santa Elena,SI,SI,--,--,SI,SI,SI,SI,--
3572,ENTRE RIOS,La Paz,Sir Leonard,--,--,--,--,--,--,--,--,--
3573,ENTRE RIOS,Nogoyá,Aranguren,--,SI,--,--,SI,--,SI,SI,SI
3574,ENTRE RIOS,Nogoyá,Betbeder,--,--,--,--,--,--,--,SI,--
3575,ENTRE RIOS,Nogoyá,Don Cristóbal,--,--,--,--,--,--,SI,SI,--
3576,ENTRE RIOS,Nogoyá,Febré,--,--,--,--,--,--,SI,SI,--
3577,ENTRE RIOS,Nogoyá,Hernández,SI,--,--,--,SI,SI,SI,SI,SI
3578,ENTRE RIOS,Nogoyá,Lucas González,SI,--,--,--,SI,SI,SI,SI,--
3579,ENTRE RIOS,Nogoyá,Nogoyá,SI,--,--,--,SI,SI,SI,SI,--
3580,ENTRE RIOS,Nogoyá,XX de Setiembre,--,--,--,--,--,--,SI,SI,--
3581,ENTRE RIOS,Paraná,Aldea María Luisa,--,--,--,--,SI,--,SI,SI,--
3582,ENTRE RIOS,Paraná,Aldea San Juan,--,--,--,--,--,--,--,--,--
3583,ENTRE RIOS,Paraná,Aldea San Rafael,--,--,--,--,--,--,SI,SI,--
3584,ENTRE RIOS,Paraná,Aldea Santa María,--,--,--,--,--,--,SI,--,--
3585,ENTRE RIOS,Paraná,Aldea Santa Rosa,--,--,--,--,--,--,--,--,--
3586,ENTRE RIOS,Paraná,Cerrito,SI,SI,--,--,SI,SI,SI,SI,SI
3587,JUJUY,Susques,Puesto Sey,--,--,--,SI,--,--,--,--,--
3588,JUJUY,Susques,San Juan de Quillaqués,--,--,--,SI,--,--,SI,--,SI
3589,JUJUY,Susques,Susques,--,--,--,SI,SI,--,SI,SI,SI
3590,JUJUY,Tilcara,Colonia San José,--,--,--,--,--,--,--,--,--
3591,JUJUY,Tilcara,Huacalera,--,--,--,SI,--,--,--,--,--
3592,JUJUY,Tilcara,Juella,--,--,--,--,--,--,SI,--,--
3593,JUJUY,Tilcara,Maimará,--,--,--,SI,SI,--,SI,SI,SI
3594,JUJUY,Tilcara,Tilcara,--,--,--,SI,SI,SI,SI,SI,SI
3595,JUJUY,Tilcara,Yacoraite,--,--,--,--,--,--,--,--,--
3596,JUJUY,Tumbaya,Bárcena,--,--,--,--,--,--,--,SI,--
3597,JUJUY,Tumbaya,El Moreno,--,--,--,--,--,--,--,--,--
3598,JUJUY,Tumbaya,Puerta de Colorados,--,--,--,--,--,--,--,--,--
3599,JUJUY,Tumbaya,Purmamarca,SI,--,--,--,SI,--,SI,SI,--
3600,JUJUY,Tumbaya,Tumbaya,--,--,--,--,SI,--,SI,SI,--
3601,JUJUY,Tumbaya,Volcán,--,--,--,--,SI,--,SI,SI,--
3602,JUJUY,Valle Grande,Caspalá,--,--,--,--,--,--,--,--,--
3603,JUJUY,Valle Grande,Pampichuela,--,--,--,--,--,--,SI,--,--
3604,JUJUY,Valle Grande,San Francisco,--,--,--,--,--,--,SI,--,--
3605,JUJUY,Valle Grande,Santa Ana,--,--,--,--,--,--,SI,--,SI
3606,JUJUY,Valle Grande,Valle Colorado,--,--,--,--,--,--,SI,--,--
3607,JUJUY,Valle Grande,Valle Grande,--,--,--,--,--,--,SI,--,--
3608,LA PAMPA,Capital,Anguil,--,SI,--,SI,SI,SI,SI,SI,SI
3609,LA PAMPA,Capital,Santa Rosa,SI,SI,SI,SI,SI,SI,SI,SI,SI
3610,LA PAMPA,Catriló,Catriló,--,SI,SI,SI,SI,SI,SI,--,SI
3611,LA PAMPA,Catriló,La Gloria,--,--,--,--,--,--,--,--,--
3612,LA PAMPA,Catriló,Lonquimay,--,SI,--,SI,SI,SI,SI,--,SI
3613,LA PAMPA,Catriló,Uriburu,--,SI,--,SI,SI,SI,SI,SI,SI
3614,LA PAMPA,Chalileo,Santa Isabel,--,--,SI,--,--,SI,SI,SI,SI
3615,LA PAMPA,Chapaleufú,Bernardo Larroude,--,--,SI,SI,--,--,SI,SI,SI
3616,LA PAMPA,Chapaleufú,Ceballos,--,--,--,SI,--,--,SI,SI,SI
3617,SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,--,--,--,--,SI,SI,--,SI,--
3618,MENDOZA,Junín,Rodríguez Peña,--,--,--,--,SI,--,SI,SI,--
3619,MENDOZA,La Paz,Desaguadero,--,--,--,--,SI,SI,SI,--,--
3620,MENDOZA,La Paz,La Paz,SI,--,--,SI,SI,SI,SI,SI,--
3621,MENDOZA,La Paz,Villa Antigua,--,--,--,--,--,--,--,--,--
3622,MENDOZA,Las Heras,Blanco Encalada,--,--,--,--,--,--,SI,--,--
3623,MENDOZA,Las Heras,Capdeville,--,--,--,--,SI,--,--,--,--
3624,MENDOZA,Las Heras,El Algarrobal,--,--,--,--,SI,SI,--,--,--
3625,MENDOZA,Las Heras,El Borbollon,--,--,--,--,SI,SI,--,--,--
3626,MENDOZA,Las Heras,EL CHALLAO,--,--,--,SI,--,--,--,--,--
3627,MENDOZA,Las Heras,EL PLUMERILLO,--,--,--,SI,SI,SI,--,--,--
3628,MENDOZA,Las Heras,EL RESGUARDO,--,--,--,SI,--,SI,--,--,--
3629,MENDOZA,Las Heras,EL ZAPALLAR,--,--,--,SI,SI,SI,--,--,--
3630,MENDOZA,Las Heras,Jocolí,--,--,--,--,SI,SI,SI,--,--
3631,MENDOZA,Las Heras,La Cieneguita,--,--,--,--,SI,SI,--,--,--
3632,MENDOZA,Las Heras,Las Cuevas,--,--,--,--,SI,SI,--,--,--
3633,RIO NEGRO,San Antonio,Las Grutas,SI,--,SI,SI,SI,SI,SI,--,SI
3634,RIO NEGRO,San Antonio,Playas Doradas,--,--,--,--,--,--,--,SI,--
3635,RIO NEGRO,San Antonio,Puerto San Antonio Este,SI,--,--,SI,--,--,SI,SI,SI
3636,RIO NEGRO,San Antonio,Punta Colorada,--,--,--,--,--,--,--,SI,--
3637,RIO NEGRO,San Antonio,Saco Viejo,--,--,--,--,--,--,--,SI,--
3638,RIO NEGRO,San Antonio,San Antonio Oeste,SI,--,SI,SI,SI,SI,SI,SI,SI
3639,RIO NEGRO,San Antonio,Sierra Grande,SI,--,SI,SI,SI,SI,SI,SI,SI
3640,RIO NEGRO,Valcheta,Aguada Cecilio,--,--,--,SI,--,--,--,--,--
3641,RIO NEGRO,Valcheta,Arroyo Los Berros,--,--,--,--,--,--,--,--,SI
3642,RIO NEGRO,Valcheta,Arroyo Ventana,--,--,--,--,--,--,SI,--,SI
3643,RIO NEGRO,Valcheta,Nahuel Niyeu,--,--,--,SI,--,--,--,--,--
3644,RIO NEGRO,Valcheta,Sierra Pailemán,--,--,--,--,--,--,SI,--,SI
3645,RIO NEGRO,Valcheta,Valcheta,--,--,--,SI,SI,--,SI,SI,SI
3646,SALTA,Anta,Apolinario Saravia,--,SI,--,SI,SI,SI,SI,SI,SI
3647,SALTA,Anta,Ceibalito,--,--,--,SI,--,--,--,--,--
3648,SAN LUIS,Junín,Santa Rosa del Conlara,SI,--,--,SI,SI,SI,SI,SI,--
3649,SAN LUIS,Junín,Talita,--,--,--,--,--,--,--,SI,SI
3650,SAN LUIS,La Capital,Alto Pelado,--,--,--,--,--,--,--,SI,--
3651,SAN LUIS,La Capital,Alto Pencoso,--,--,--,SI,SI,--,SI,SI,--
3652,SAN LUIS,La Capital,Balde,--,--,--,SI,SI,--,--,SI,SI
3653,SAN LUIS,La Capital,Beazley,--,--,--,--,--,--,--,SI,--
3654,SAN LUIS,La Capital,Boca Del Tigre,--,--,--,--,--,--,--,--,--
3655,SAN LUIS,La Capital,Cazador,--,--,--,--,--,--,--,SI,--
3656,SAN LUIS,La Capital,Cerro Colorado,--,--,--,--,--,--,--,--,--
3657,SAN LUIS,La Capital,Charlone,--,--,--,--,--,--,--,--,--
3658,SAN LUIS,La Capital,Chosmes,--,--,--,--,SI,SI,--,SI,--
3659,SAN LUIS,La Capital,CRUZ DE PIEDRA,--,--,--,--,--,--,--,--,--
3660,SAN LUIS,La Capital,Daniel Donovan,--,--,--,--,--,--,--,--,--
3661,SAN LUIS,La Capital,Desaguadero,--,--,--,SI,--,--,--,SI,--
3662,SAN LUIS,La Capital,El Charabon,--,--,--,--,--,--,--,--,--
3663,SAN LUIS,La Capital,El Chorrillo,--,--,--,--,SI,SI,--,--,--
3664,SAN LUIS,La Capital,El Volcán,--,SI,--,SI,--,--,SI,SI,--
3665,SAN LUIS,La Capital,Estancia Grande,--,--,--,--,--,--,--,--,--
3666,SAN LUIS,La Capital,Jarilla,--,--,--,--,--,--,--,SI,--
3667,SAN LUIS,La Capital,Juan W. Gez,--,--,--,--,--,--,--,--,--
3668,SAN LUIS,La Capital,Juana Koslay,SI,--,SI,SI,--,--,SI,SI,--
3669,SAN LUIS,Libertador Grl. San Martín,La Cocha,--,--,--,--,--,--,--,--,--
3670,SAN LUIS,Libertador Grl. San Martín,La Ramada,--,--,--,--,--,--,--,SI,--
3671,SANTA FE,Iriondo,Carrizales (Est. Clarke),SI,SI,--,--,SI,--,SI,--,--
3672,SANTA FE,Iriondo,Classon,--,--,--,SI,SI,SI,SI,SI,--
3673,SANTA FE,Iriondo,Colonia Médici,--,--,--,--,--,--,--,SI,--
3674,SANTA FE,Iriondo,Correa,SI,SI,--,SI,SI,SI,SI,SI,--
3675,SANTA FE,Iriondo,Larguía,--,--,--,--,--,--,--,SI,--
3676,SANTA FE,Iriondo,Lucio V. López,--,SI,--,--,SI,--,SI,SI,--
3677,SANTA FE,Iriondo,Oliveros,SI,--,--,SI,SI,SI,--,--,SI
3678,SANTA FE,Iriondo,Pueblo Andino,--,SI,--,--,SI,SI,SI,SI,--
3679,SANTA FE,Iriondo,Salto Grande,SI,--,--,--,SI,SI,SI,SI,--
3680,SANTA FE,Iriondo,Serodino,SI,--,--,SI,SI,--,SI,SI,--
3681,SANTA FE,Iriondo,Totoras,SI,--,--,SI,SI,SI,SI,SI,--
3682,SANTA FE,Iriondo,Villa Eloísa,SI,--,--,SI,SI,SI,SI,SI,--
3683,SANTA FE,Iriondo,Villa La Rivera (Oliveros),--,--,--,--,--,--,--,SI,--
3684,SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),--,--,--,--,--,--,--,SI,SI
3685,SANTIAGO DEL ESTERO,Alberdi,Donadeu,--,--,--,SI,--,--,--,--,--
3686,SANTIAGO DEL ESTERO,Alberdi,Sachayoj,--,--,--,SI,SI,--,SI,--,SI
3687,SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,--,--,--,SI,--,--,--,SI,--
3688,SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,--,--,--,SI,SI,--,--,--,SI
3689,SANTIAGO DEL ESTERO,Atamisqui,Medellín,--,--,--,SI,--,--,--,SI,SI
3690,SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,--,--,--,SI,SI,SI,SI,SI,SI
3691,SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,SI,SI,--,SI,SI,SI,SI,SI,SI
3692,SANTIAGO DEL ESTERO,Avellaneda,Herrera,--,SI,--,SI,SI,SI,SI,--,SI
3693,SANTIAGO DEL ESTERO,Avellaneda,Icaño,--,SI,--,SI,SI,--,SI,SI,SI
3694,SANTIAGO DEL ESTERO,Avellaneda,Lugones,--,SI,--,SI,SI,SI,SI,--,SI
3695,SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,--,SI,--,SI,SI,SI,--,--,--
3696,TUCUMAN,Cruz Alta,San Andrés,SI,--,--,SI,SI,--,SI,--,--
3697,TUCUMAN,Cruz Alta,Villa Recaste,--,--,--,--,SI,SI,--,--,--
3698,TUCUMAN,Cruz Alta,Villa Tercera,--,--,--,--,--,--,--,--,--
3699,TUCUMAN,Famaillá,Barrio Casa Rosada,--,--,--,--,SI,--,--,--,--
3700,TUCUMAN,Famaillá,Campo de Herrera,--,--,--,--,SI,--,--,--,--
3701,TUCUMAN,Famaillá,Ex Ingenio Nueva Baviera,--,--,--,--,SI,SI,--,--,--
3702,TUCUMAN,Famaillá,Famaillá,SI,--,--,SI,SI,SI,SI,SI,SI
3703,TUCUMAN,Famaillá,Ingenio Fronterita,--,--,--,--,--,--,--,--,--
3704,TUCUMAN,Graneros,Graneros,--,--,--,--,SI,SI,SI,SI,SI
3705,TUCUMAN,Graneros,Lamadrid,--,--,--,SI,SI,SI,SI,SI,SI
3706,TUCUMAN,Graneros,Taco Ralo,--,--,--,--,SI,SI,SI,SI,--
3707,TUCUMAN,Juan Bautista Alberdi,Juan Bautista Alberdi,SI,--,--,--,SI,SI,SI,--,SI
3708,TUCUMAN,Juan Bautista Alberdi,Villa Belgrano,--,--,--,--,--,--,SI,--,--
3709,TUCUMAN,La Cocha,La Cocha,SI,--,--,--,SI,SI,SI,SI,SI
3710,TUCUMAN,La Cocha,San José de La Cocha,--,--,--,--,--,--,--,SI,SI
3711,SANTA FE,Rosario,Pérez,SI,--,--,SI,SI,SI,SI,SI,SI
3712,SANTA FE,Rosario,Piñero (Est. Erasto),--,SI,--,SI,SI,--,--,--,--
3713,SANTA FE,Rosario,Pueblo Esther,SI,--,--,SI,SI,SI,SI,--,SI
3714,SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),--,SI,--,--,SI,--,SI,--,--
3715,SANTA FE,Rosario,Pueblo Uranga,SI,--,--,SI,SI,--,SI,SI,--
3716,SANTA FE,Rosario,Puerto Arroyo Seco,--,--,--,--,SI,--,--,--,--
3717,SANTA FE,Rosario,Rosario,SI,SI,SI,SI,SI,SI,SI,SI,SI
3718,SANTA FE,Rosario,Soldini,SI,SI,--,--,SI,SI,SI,--,--
3719,SANTA FE,Rosario,Villa Amelia,SI,SI,--,SI,--,--,SI,SI,--
3720,SANTA FE,Rosario,Villa del Plata,--,--,--,SI,--,--,SI,--,--
3721,SANTA FE,Rosario,Villa Gobernador Gálvez,SI,SI,--,SI,SI,SI,SI,SI,--
3722,SANTA FE,Rosario,Zavalla,SI,SI,--,--,SI,SI,SI,SI,--
3723,SANTA FE,San Cristóbal,Aguará Grande,--,--,--,--,--,--,--,SI,SI
3724,SANTA FE,San Cristóbal,Ambrosetti,--,--,--,--,SI,--,SI,SI,SI
3725,SANTA FE,San Cristóbal,Arrufo,SI,SI,--,SI,SI,SI,SI,--,--
3726,SANTA FE,San Cristóbal,Balneario La Verde,--,--,--,--,--,--,--,--,SI
3727,SANTA FE,San Cristóbal,Capivara,--,--,--,--,--,--,--,--,SI
3728,SANTA FE,San Cristóbal,Ceres,SI,SI,--,--,SI,SI,SI,SI,--
3729,SANTA FE,San Cristóbal,Colonia Ana,--,--,--,--,--,--,--,SI,--
3730,SANTA FE,San Cristóbal,Colonia Bossi,SI,--,--,SI,SI,--,--,SI,--
3731,SANTA FE,San Cristóbal,Colonia Rosa,--,--,--,--,SI,--,--,SI,--
3732,SANTA FE,San Cristóbal,Constanza,--,--,--,--,--,--,SI,--,--
3733,SANTA FE,San Cristóbal,Curupaity,--,--,--,--,--,--,--,SI,--
3734,SANTA FE,Castellanos,Bauer y Sigel,SI,--,--,--,--,--,SI,SI,--
3735,SANTA FE,Castellanos,Bella Italia,SI,SI,--,SI,SI,SI,SI,SI,--
3736,SANTA FE,Castellanos,Castellanos,--,SI,--,--,--,--,SI,SI,--
3737,SANTA FE,Castellanos,Colonia Bicha,SI,--,--,SI,SI,--,--,--,--
3738,SANTA FE,Castellanos,Colonia Cello,--,--,--,--,SI,--,SI,SI,--
3739,SANTA FE,Castellanos,Colonia Margarita,--,SI,--,--,--,--,SI,--,--
3740,SANTA FE,Castellanos,Colonia Raquel,SI,--,--,SI,--,--,SI,SI,--
3741,SANTA FE,Castellanos,Coronel Fraga,--,--,--,--,--,--,SI,SI,--
3742,SANTA FE,Castellanos,Egusquiza,--,--,--,--,SI,--,--,--,--
3743,SANTA FE,Castellanos,Esmeralda,--,SI,--,--,SI,--,SI,--,--
3744,SANTA FE,Castellanos,Estación Clucellas,--,SI,--,--,SI,--,SI,SI,--
3745,SANTA FE,Castellanos,Estacion Presidente Roca,--,--,--,--,--,--,--,--,--
3746,SANTA FE,Castellanos,Estación Saguier,--,SI,--,--,--,--,--,SI,--
3747,SANTA FE,Castellanos,Eusebia y Carolina,SI,--,--,SI,SI,--,--,--,--
3748,SANTA FE,Castellanos,Eustolia,--,--,--,--,--,--,--,SI,--
3749,SANTA FE,Castellanos,Frontera,--,--,--,SI,SI,SI,--,--,--
3750,SANTA FE,Castellanos,Garibaldi,--,--,--,--,--,--,SI,--,--
3751,SANTIAGO DEL ESTERO,Capital,Yanda,--,--,--,--,--,--,--,SI,--
3752,BUENOS AIRES,General Arenales,La Trinidad,--,SI,--,SI,--,--,--,SI,--
3753,BUENOS AIRES,General Belgrano,General Belgrano,SI,SI,SI,SI,SI,SI,SI,SI,SI
3754,BUENOS AIRES,General Belgrano,Gorchs,--,--,--,--,SI,SI,SI,SI,SI
3755,BUENOS AIRES,General Guido,General Guido,--,--,SI,SI,SI,SI,SI,SI,--
3756,BUENOS AIRES,General Guido,Labarden,--,--,--,--,SI,SI,SI,SI,--
3757,BUENOS AIRES,General Juan Madariaga,Barrio Kennedy,--,--,--,--,SI,SI,--,--,--
3758,BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,SI,SI,SI,SI,SI,SI,SI,--,SI
3759,BUENOS AIRES,General La Madrid,General La Madrid,SI,--,SI,SI,SI,SI,SI,SI,--
3760,BUENOS AIRES,General La Madrid,La Colina,--,--,--,--,--,--,SI,--,--
3761,BUENOS AIRES,General La Madrid,Las Martinetas,--,--,--,--,--,--,SI,SI,--
3762,BUENOS AIRES,General La Madrid,Líbano,--,--,--,--,--,--,SI,--,--
3763,BUENOS AIRES,General La Madrid,Pontaut,--,--,--,--,--,SI,--,--,--
3764,BUENOS AIRES,General Las Heras,General Hornos,--,--,--,--,SI,--,--,--,--
3765,BUENOS AIRES,Navarro,Navarro,SI,SI,SI,SI,SI,SI,SI,SI,SI
3766,BUENOS AIRES,Navarro,Villa Moll (Est. Moll),--,--,--,SI,--,--,SI,SI,--
3767,BUENOS AIRES,Necochea,Claraz,--,--,--,--,--,--,SI,SI,--
3768,BUENOS AIRES,Necochea,Costa Bonita,--,--,--,--,SI,SI,--,SI,--
3769,BUENOS AIRES,Necochea,Energía,--,--,--,--,--,--,--,SI,--
3770,BUENOS AIRES,Necochea,Juan N. Fernández,SI,--,--,--,SI,SI,SI,SI,SI
3771,BUENOS AIRES,Necochea,Necochea - Quequén,SI,SI,SI,SI,SI,SI,SI,SI,SI
3772,BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),SI,--,SI,--,--,SI,SI,SI,--
3773,BUENOS AIRES,Necochea,Ramón Santamarina,--,--,--,--,SI,SI,SI,--,--
3774,BUENOS AIRES,Olavarría,Blancagrande,--,--,--,--,--,--,--,--,--
3775,BUENOS AIRES,Olavarría,Colonia Hinojo,--,--,--,--,SI,--,--,SI,--
3776,BUENOS AIRES,Olavarría,Colonia Nievas,--,--,--,--,--,--,--,--,--
3777,BUENOS AIRES,Olavarría,Colonia San Miguel,--,--,--,--,--,--,--,--,--
3778,BUENOS AIRES,Olavarría,Espigas,--,--,--,--,--,--,SI,--,--
3779,CABA,COMUNA 11,VILLA SANTA RITA,SI,SI,SI,SI,SI,SI,SI,SI,SI
3780,CORDOBA,Río Primero,Capilla de los Remedios,--,--,--,--,SI,SI,SI,--,--
3781,CORDOBA,Río Primero,Chalacea,--,--,--,--,--,--,--,--,--
3782,CORDOBA,Río Primero,Colonia Las Cuatro Esquinas,--,--,--,--,--,--,SI,--,--
3783,CORDOBA,Río Primero,Diego de Rojas,--,--,--,SI,SI,--,SI,--,--
3784,CORDOBA,Río Primero,El Alcalde (Est. Tala Norte),--,--,--,--,--,--,--,--,--
3785,CORDOBA,Río Primero,El Crispín,--,--,--,--,--,--,--,--,--
3786,CORDOBA,Río Primero,Esquina,--,--,--,SI,SI,--,SI,--,SI
3787,CORDOBA,Río Primero,Kilómetro 658,--,--,--,--,--,--,SI,--,--
3788,CORDOBA,Río Primero,La Para,--,SI,--,SI,SI,SI,SI,SI,SI
3789,CORDOBA,Río Primero,La Posta,--,--,--,--,--,--,SI,--,--
3790,CORDOBA,Río Primero,La Puerta,--,--,--,SI,SI,SI,SI,SI,--
3791,CORDOBA,Río Primero,La Quinta,--,--,--,--,--,--,SI,SI,--
3792,CORDOBA,Río Primero,Las Gramillas,--,--,--,--,SI,--,SI,--,--
3793,CORDOBA,Río Primero,Las Saladas,--,--,--,--,--,--,SI,--,--
3794,CORDOBA,Río Primero,Maquinista Gallini,--,--,--,--,--,--,--,--,--
3795,CORDOBA,Río Primero,Monte del Rosario,--,--,--,--,--,--,--,--,--
3796,CORDOBA,Río Primero,Montecristo,SI,--,--,SI,SI,SI,SI,SI,SI
3797,CORDOBA,Río Primero,Obispo Trejo,--,--,--,--,SI,SI,--,--,--
3798,CORDOBA,Río Primero,Piquillín,SI,--,--,--,SI,SI,SI,--,--
3799,CORDOBA,Río Primero,Plaza de Mercedes,--,--,--,--,--,--,--,--,--
3800,CORDOBA,Río Primero,Pueblo Comechingones,--,--,--,--,SI,--,SI,--,--
3801,CORDOBA,Río Primero,Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
3802,CORDOBA,Río Primero,Sagrada Familia,--,--,--,--,--,--,--,--,--
3803,CORDOBA,Río Primero,Santa Rosa de Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
3804,CORDOBA,Río Primero,Villa Fontana,--,--,--,SI,SI,--,SI,SI,--
3805,ENTRE RIOS,Paraná,Colonia Avellaneda,SI,--,--,--,SI,SI,SI,SI,--
3806,ENTRE RIOS,Paraná,Colonia Crespo,--,--,--,--,--,--,--,--,--
3807,ENTRE RIOS,Paraná,Colonia Merou,--,--,--,--,--,--,--,--,--
3808,ENTRE RIOS,Paraná,Crespo,SI,SI,--,SI,SI,SI,SI,SI,--
3809,ENTRE RIOS,Paraná,Crucesitas Séptima Sección,--,--,--,--,--,--,--,SI,--
3810,ENTRE RIOS,Paraná,El Palenque,--,--,--,--,SI,--,SI,SI,--
3811,ENTRE RIOS,Paraná,El Pingo,--,--,--,--,SI,SI,SI,SI,--
3812,ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,--,--
3813,ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,SI,--
3814,ENTRE RIOS,Paraná,Hasenkamp,--,SI,--,SI,SI,SI,SI,SI,SI
3815,ENTRE RIOS,Paraná,Hernandarias,--,SI,--,--,SI,SI,SI,SI,--
